100723C	M	Shenzhen Xinfa Electronic Co.,ltd
100723E	M	First Chair Acoustics Co., Ltd.
1007B6	L	Samsung Electronics Co.,Ltd
10082C	L	Texas Instruments
1008B1	L	Hon Hai Precision Ind. Co.,Ltd.
10090C	L	JANOME Corporation
1009F9	L	Amazon Technologies Inc.
100BA9	L	Intel Corporate
100C24	L	pomdevices, LLC
100C29	L	Shenzhen NORCO lntelligent Technology Co.,Ltd
100C6B	L	NETGEAR
100D2F	L	Online Security Pty. Ltd.
100D32	L	Embedian, Inc.
100D7F	L	NETGEAR
100D8C	L	Huawei Device Co., Ltd.
100E2B	L	NEC CASIO Mobile Communications
100E7E	L	Juniper Networks
100F18	L	Fu Gang Electronic(KunShan)CO.,LTD
101081	L	zte corporation
1010B6	L	McCain Inc
101212	L	Vivo International Corporation Pty Ltd
101218	L	Korins Inc.
101248	L	ITG, Inc.
101250	L	Integrated Device Technology (Malaysia) Sdn. Bhd.
1012B4	L	Sichuan Tianyi Comheart Telecom Co.,LTD
1012D0	L	zte corporation
1012FB	L	Hangzhou Hikvision Digital Technology Co.,Ltd.
101331	L	Vantiva Technologies Belgium
1013EE	L	Justec International Technology INC.
1015C1	L	Zhanzuo (Beijing) Technology Co., Ltd.
1016B1	L	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
101849	L	WEIFANG GOERTEK ELECTRONICS CO.,LTD
10189E	L	Elmo Motion Control
101965	L	New H3C Technologies Co., Ltd
101988	L	Mother Computer Inc.
101A92	L	AKEBONO BRAKE INDUSTRY CO.,LTD.
101B54	L	HUAWEI TECHNOLOGIES CO.,LTD
101C0C	L	Apple, Inc.
101D51	L	8Mesh Networks Limited
101D6E	L	Hewlett Packard Enterprise
101DC0	L	Samsung Electronics Co.,Ltd
101EDA	L	INGENICO TERMINALS SAS
101EF4	L	kiwimoore (Quzhou) Semiconductor Co.,Ltd
101F74	L	Hewlett Packard
1020BA	L	Espressif Inc.
102279	L	ZeroDesktop, Inc.
102381	L	Barrot Technology Co.,LTD
102407	L	HUAWEI TECHNOLOGIES CO.,LTD
1025CE	L	ELKA - Torantriebe GmbH u. Co. Betriebs KG
102779	L	Sadel S.p.A.
1027BE	L	TVIP
1027F5	L	TP-Link Systems Inc
102831	L	Morion Inc.
102834	L	SALZ Automation GmbH
102874	L	Shenzhen Jingxun Technology Co., Ltd.
102959	L	Apple, Inc.
1029AB	L	Samsung Electronics Co.,Ltd
102AB3	L	Xiaomi Communications Co Ltd
102B1C	L	Motorola Mobility LLC, a Lenovo Company
102B41	L	Samsung Electronics Co.,Ltd
102BAA	L	Sagemcom Broadband SAS
102C6B	L	AMPAK Technology, Inc.
102C83	L	XIMEA
102C8D	L	GD Midea Air-Conditioning Equipment Co.,Ltd.
102CB1	L	Smart Innovation LLC
102CEF	L	EMU Electronic AG
102D31	L	Shenzhen Americas Trading Company LLC
102D41	L	Sichuan AI-Link Technology Co., Ltd.
102D96	L	Looxcie Inc.
102E00	L	Intel Corporate
102EAF	L	Texas Instruments
102F6B	L	Microsoft Corporation
102F6E	L	Shenzhen Sundray Technologies company Limited
102FA3	L	Shenzhen Uvision-tech Technology Co.Ltd
102FCA	L	Apple, Inc.
102FF8	L	Vicoretek (Nanjing) Co.,Ltd.
103025	L	Apple, Inc.
103034	L	Cara Systems
103047	L	Samsung Electronics Co.,Ltd
103089	L	Resideo
10321D	L	HUAWEI TECHNOLOGIES CO.,LTD
10322C	L	Murata Manufacturing Co., Ltd.
10327E	L	Huawei Device Co., Ltd.
103378	L	FLECTRON Co., LTD
1033BF	L	Vantiva USA LLC
10341B	L	Spacelink
103597	L	Qorvo Utrecht B.V.
10364A	L	Boston Dynamics
1036AA	L	Vantiva - Connected Home
103711	L	NORBIT ITS
10381F	L	Sichuan AI-Link Technology Co., Ltd.
103917	L	Samsung Electronics Co.,Ltd
10394E	L	Hisense broadband multimedia technology Co.,Ltd
1039E9	L	Juniper Networks
103A5D	L	Emerson
103B54	L	HUAWEI TECHNOLOGIES CO.,LTD
103B59	L	Samsung Electronics Co.,Ltd
103C59	L	zte corporation
103D0A	L	Hui Zhou Gaoshengda Technology Co.,LTD
103D1C	L	Intel Corporate
103D3E	L	China Mobile Group Device Co.,Ltd.
103DEA	L	HFC Technology (Beijing) Ltd. Co.
103F44	L	Xiaomi Communications Co Ltd
103F8C	L	New H3C Technologies Co., Ltd
1040F3	L	Apple, Inc.
104121	L	TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
10417F	L	Apple, Inc.
104210	L	Apple, Inc.
104369	L	Soundmax Electronic Limited
104400	L	HUAWEI TECHNOLOGIES CO.,LTD
10445A	L	Shaanxi Hitech Electronic Co., LTD
1045BE	L	Norphonic AS
1045F8	L	LNT-Automation GmbH
1046B4	L	FormericaOE
104738	L	Nokia Shanghai Bell Co., Ltd.
104780	L	HUAWEI TECHNOLOGIES CO.,LTD
1047E7	L	Shenzhen YOUHUA Technology Co., Ltd
1048B1	L	Beijing Duokan Technology Limited
10490E	L	HUAWEI TECHNOLOGIES CO.,LTD
104963	L	HARTING K.K.
104A7D	L	Intel Corporate
104B46	L	Mitsubishi Electric Corporation
104C43	L	Fiberhome Telecommunication Technologies Co.,LTD
104D15	L	Viaanix Inc
104D77	L	Innovative Computer Engineering
104E07	L	Shanghai Genvision Industries Co.,Ltd
104E20	L	HSE SMART
104E89	L	Garmin International
104F58	L	Hewlett Packard Enterprise
104FA8	L	Sony Corporation
105072	L	Sercomm Corporation.
105107	L	Intel Corporate
105172	L	HUAWEI TECHNOLOGIES CO.,LTD
1051DB	L	Espressif Inc.
10521C	L	Espressif Inc.
1052BD	L	HUAWEI TECHNOLOGIES CO.,LTD
105403	L	INTARSO GmbH
1054D20	M	GIPS Technology Co., Ltd.
1054D21	M	Jiangxi Ofilm&Jvneng IoT Tech Co., Ltd.
1054D22	M	ComNav Technology Ltd.
1054D23	M	Little Array Technology (Shenzhen) Co., Ltd.
1054D24	M	Raylogic Control Systems Private Limited
1054D25	M	Sybersense
1054D26	M	Lanao Communication Technology Limited
1054D27	M	SHENZHEN CARSAFE TECHNOLOGY DEVELOPMENT CO.,LTD
1054D28	M	Annapurna labs
1054D29	M	Bamboo Dynamics Corporation., Ltd.
1054D2A	M	Embion B.V.
1054D2B	M	Shenzhen Dinstech Technology Co.,Ltd.
1054D2C	M	LUXSHARE-ICT Co., Ltd.
1054D2D	M	Sun wealth technology corporation limited
1054D2E	M	COSMO AIOT TECHNOLOGY CO LTD
1055E4	L	Shenzhen Skyworth Digital Technology CO., Ltd
105611	L	Commscope
1056CA	L	Peplink International Ltd.
105725	L	Cisco Systems, Inc
105887	L	Fiberhome Telecommunication Technologies Co.,LTD
105917	L	Tonal
105932	L	Roku, Inc
105A17	L	Tuya Smart Inc.
105A95	L	TP-Link Systems Inc.
105AF7	L	ADB Italia
105BAD	L	Mega Well Limited
105C3B	L	Perma-Pipe, Inc.
105CBF	L	DuroByte Inc
105DDC	L	Huawei Device Co., Ltd.
105EAE	L	New H3C Technologies Co., Ltd
105F02	L	Ruijie Networks Co.,LTD
105F06	L	Actiontec Electronics, Inc
105F49	L	Cisco SPVTG
105F81	L	INTENTSECURE Inc.,
105FAD	L	Intel Corporate
105FD4	L	Tendyron Corporation
10604B	L	Hewlett Packard
1062C9	L	Adatis GmbH & Co. KG
1062D0	L	Vantiva USA LLC
1062E5	L	Hewlett Packard
1062EB	L	D-Link International
10634B	L	SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.
1063A30	M	Changsha Sunvote Limited
1063A31	M	Jacobs Technology, Inc.
1063A32	M	Sichuan Puhui Zhida Communication Equipment Co. Ltd.
1063A33	M	Nextvision Stabilized Systems LTD
1063A34	M	GANTECH E TECHNOLOGIES PRIVATE LIMITED
1063A35	M	Lianxin (Dalian) Technology Co.,Ltd
1063A36	M	Morgan Schaffer
1063A37	M	NRS Co., Ltd.
1063A38	M	Shanghai Kanghai Information System CO.,LTD.
1063A39	M	Nexite
1063A3A	M	ITAB Shop products
1063A3B	M	Shen zhen shi shang mei dian zi shang wu you xian gong si
1063A3C	M	FLAT-PRO LLC
1063A3D	M	Triton Sensors
1063A3E	M	Annapurna labs
1063C8	L	Liteon Technology Corporation
1064E2	L	ADFweb.com s.r.l.
106519	L	Shenzhen iComm Semiconductor CO.,LTD
106530	L	Dell Inc.
1065A3	L	Panamax LLC
1065CF	L	IQSIM
106650	L	Robert Bosch JuP1
10666A	L	Zabbly
106682	L	NEC Platforms, Ltd.
1067A3	L	HUAWEI TECHNOLOGIES CO.,LTD
106838	L	AzureWave Technology Inc.
10683F	L	LG Electronics (Mobile Communications)
106F3F	L	BUFFALO.INC
106FD9	L	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
106FEF	L	Ad-Sol Nissin Corp
1070FD	L	Mellanox Technologies, Inc.
107100	L	Huawei Device Co., Ltd.
1071B3	L	Zyxel Communications Corporation
1071F9	L	Cloud Telecomputers, LLC
1071FA	L	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
107223	L	TELLESCOM INDUSTRIA E COMERCIO EM TELECOMUNICACAO
1073C6	L	August Internet Limited
1073EB	L	Infiniti Electro-Optics
10746F	L	MOTOROLA SOLUTIONS MALAYSIA SDN. BHD.
1074C5	L	Calix Inc.
107636	L	Earda Technologies co Ltd
10768A	L	EoCell
107717	L	SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD
1077B0	L	Fiberhome Telecommunication Technologies Co.,LTD
1077B1	L	Samsung Electronics Co.,Ltd
10785B	L	Actiontec Electronics, Inc
107873	L	Shenzhen Jinkeyi Communication Co., Ltd.
1078CE	L	Hanvit SI, Inc.
1078D2	L	Elitegroup Computer Systems Co.,Ltd.
107A2A	L	Microsoft Corporation
107A86	L	U&U ENGINEERING INC.
107B44	L	ASUSTek COMPUTER INC.
107B93	L	Zhen Shi Information Technology (Shanghai) Co., Ltd.
107BA4	L	Olive & Dove Co.,Ltd.
107BCE	L	Nokia
107BEF	L	Zyxel Communications Corporation
107C61	L	ASUSTek COMPUTER INC.
107D1A	L	Dell Inc.
107DC8	L	Apple, Inc.
107E59	L	Calix Inc.
1081B4	L	Hunan Greatwall Galaxy Science and Technology Co.,Ltd.
10823D	L	Ruijie Networks Co.,LTD
108286	L	Luxshare Precision Industry Co.,Ltd
1082D7	L	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
108321	L	Yichip Microelectronics (Hangzhou) Co.,Ltd
1083B4	L	Sidora Srl
1083D2	L	Microseven Systems, LLC
10868C	L	Commscope
1086F4	L	Huawei Device Co., Ltd.
10880F	L	Daruma Telecomunicações e Informática S.A.
1088CE	L	Fiberhome Telecommunication Technologies Co.,LTD
1088D3	L	HUAWEI TECHNOLOGIES CO.,LTD
1089FB	L	Samsung Electronics Co.,Ltd
108A1B	L	RAONIX Inc.
108A7B	L	Nokia
108B6A	L	Antailiye Technology Co.,Ltd
108CCF	L	Cisco Systems, Inc
108EBA	L	Molekule
108EE0	L	Samsung Electronics Co.,Ltd
108FFE	L	HUAWEI TECHNOLOGIES CO.,LTD
10907D	L	Funshion Online Technologies Co.,Ltd
1090FA	L	New H3C Technologies Co., Ltd
1090FC	L	Shenzhen DOOGEE Hengtong Technology CO.,LTD
109166	L	Shenzhen Yinwang Intelligent Technologies Co.,Ltd.
1091A8	L	Espressif Inc.
1091D1	L	Intel Corporate
109266	L	Samsung Electronics Co.,Ltd
109327	L	GIGA-BYTE TECHNOLOGY CO. , Ltd.
109397	L	Commscope
1093C9	L	Kingsignal Technology Co., Ltd.
1093E9	L	Apple, Inc.
109497	L	Logitech Hong Kong
1094BB	L	Apple, Inc.
1094EF	L	HUAWEI TECHNOLOGIES CO.,LTD
10954B	L	Megabyte Ltd.
10961A	L	CHIPSEA TECHNOLOGIES (SHENZHEN) CORP.
10961D	L	NXP USA, Inc
109693	L	Amazon Technologies Inc.
1096C6	L	Cisco Systems, Inc
1097BD	L	Espressif Inc.
109819	L	Dell Inc.
109826	L	Nokia
109836	L	Dell Inc.
10985F	L	Inventus Power Eletronica do Brasil LTDA
1098C3	L	Murata Manufacturing Co., Ltd.
109A93	L	Telink Micro LLC
109AB9	L	Tosibox Oy
109ABA	L	Intel Corporate
109ADD	L	Apple, Inc.
109C70	L	Prusa Research s.r.o.
109D7A	L	Huawei Device Co., Ltd.
109D9C	L	EM Microelectronic
109E3A	L	Zhejiang Tmall Technology Co., Ltd.
109E6B	L	Apple, Inc.
109F41	L	Apple, Inc.
109F47	L	Shenzhen Skyworth Digital Technology CO., Ltd
109F4F	L	New H3C Intelligence Terminal Co., Ltd.
109FA9	L	Actiontec Electronics, Inc
10A13B	L	FUJIKURA RUBBER LTD.
10A145	L	nexzo india pvt ltd
10A1DA	L	Apple, Inc.
10A24E	L	GOLD3LINK ELECTRONICS CO., LTD
10A2D3	L	Apple, Inc.
10A30F	L	HUAWEI TECHNOLOGIES CO.,LTD
10A3B8	L	Iskratel d.o.o.
10A450	L	Kwikset
10A4B9	L	Baidu Online Network Technology (Beijing) Co., Ltd
10A4BE	L	SHENZHEN BILIAN ELECTRONIC CO.，LTD
10A4C9	L	Apple, Inc.
10A4DA	L	HUAWEI TECHNOLOGIES CO.,LTD
10A51D	L	Intel Corporate
10A562	L	Iton Technology Corp.
10A5D0	L	Murata Manufacturing Co., Ltd.
10A659	L	Mobile Create Co.,Ltd.
10A71A	L	Nanjing Qinheng Microelectronics Co., Ltd.
10A743	L	SK Mtek Limited
10A793	L	Vantiva USA LLC
10A829	L	Cisco Systems, Inc
10A879	L	Intel Corporate
10A932	L	Beijing Cyber Cloud Technology Co. ,Ltd.
10ABC9	L	Samsung Electronics Co.,Ltd
10AE60	L	Amazon Technologies Inc.
10AEA5	L	Duskrise inc.
10AF78	L	Shenzhen ATUE Technology Co., Ltd
10B06E	L	Shenzhen Phaten Tech. LTD
10B1DF	L	CLOUD NETWORK TECHNOLOGY SINGAPORE PTE. LTD.
10B1F8	L	HUAWEI TECHNOLOGIES CO.,LTD
10B232	L	Qingdao Intelligent&Precise Electronics Co.,Ltd.
10B26B	L	base Co.,Ltd.
10B36F	L	Bowei Technology Company Limited
10B3C6	L	Cisco Systems, Inc
10B3D5	L	Cisco Systems, Inc
10B3D6	L	Cisco Systems, Inc
10B41D	L	Espressif Inc.
10B588	L	Apple, Inc.
10B65E	L	New H3C Technologies Co., Ltd
10B676	L	HP Inc.
10B7A8	L	CableFree Networks Limited
10B7F6	L	Plastoform Industries Ltd.
10B9C4	L	Apple, Inc.
10B9F7	L	Niko-Servodan
10B9FE	L	Lika srl
10BA1A	L	SHENZHEN IK WORLD Technology Co., Ltd
10BAA5	L	GANA I&C CO., LTD
10BBF3	L	HUNAN FN-LINK TECHNOLOGY LIMITED
10BC36	L	Huawei Device Co., Ltd.
10BC97	L	vivo Mobile Communication Co., Ltd.
10BD18	L	Cisco Systems, Inc
10BD3A	L	Apple, Inc.
10BD43	L	Robert Bosch Elektronikai Kft.
10BD55	L	Q-Lab Corporation
10BDA3	L	Espressif Inc.
10BE99	L	Netberg
10BEF5	L	D-Link International
10BF48	L	ASUSTek COMPUTER INC.
10BF67	L	Amazon Technologies Inc.
10C07C	L	Blu-ray Disc Association
10C0D5	L	HOLOEYE Photonics AG
10C172	L	HUAWEI TECHNOLOGIES CO.,LTD
10C197	L	Xiaomi Communications Co Ltd
10C22F	L	China Entropy Co., Ltd.
10C25A	L	Vantiva USA LLC
10C283	L	Suzhou Pairlink Network Technology
10C2BA	L	UTT Co., Ltd.
10C34D	L	SHENZHEN WATER WORLD CO.,LTD.
10C37B	L	ASUSTek COMPUTER INC.
10C3AB	L	HUAWEI TECHNOLOGIES CO.,LTD
10C4CA	L	HUMAX Co., Ltd.
10C586	L	BIO SOUND LAB CO., LTD.
10C595	L	Lenovo
10C5FA	L	Zyxel Communications Corporation
10C60C	L	Domino UK Ltd
10C61F	L	HUAWEI TECHNOLOGIES CO.,LTD
10C65E	L	Adapt-IP
10C67E	L	SHENZHEN JUCHIN TECHNOLOGY CO., LTD
10C6FC	L	Garmin International
10C735	L	Microsoft Corporation
10C73F	L	Midas Klark Teknik Ltd
10C753	L	Qingdao Intelligent&Precise Electronics Co.,Ltd.
10C9CA	L	Ace Technology Corp.
10CA81	L	PRECIA
10CABF	L	Texas Instruments
10CB33	L	NXP Semiconductors Taiwan Ltd.
10CC1B	L	Liverock technologies,INC
10CCDB	L	AXIMUM PRODUITS ELECTRONIQUES
10CD54	L	HUAWEI TECHNOLOGIES CO.,LTD
10CD6E	L	FISYS
10CDAE	L	Avaya Inc
10CDB6	L	Essential Products, Inc.
10CE02	L	Amazon Technologies Inc.
10CE45	L	Miromico AG
10CEA9	L	Texas Instruments
10CEE9	L	Apple, Inc.
10CF0F	L	Apple, Inc.
10D07A	L	AMPAK Technology, Inc.
10D0AB	L	zte corporation
10D1DC	L	INSTAR Deutschland GmbH
10D38A	L	Samsung Electronics Co.,Ltd
10D542	L	Samsung Electronics Co.,Ltd
10D561	L	Tuya Smart Inc.
10D657	L	Siemens Industrial Automation Products Ltd., Chengdu
10D680	L	Tendyron Corporation
10D7B0	L	Sagemcom Broadband SAS
10D8B1	L	AUO Corporation
10D8CC	L	Guangzhou FiiO Electronics Technology CO., LTD
10D9A2	L	Google, Inc.
10DA43	L	NETGEAR
10DA49	L	Huawei Device Co., Ltd.
10DA63	L	Apple, Inc.
10DBA2	L	Texas Instruments
10DC4A	L	Fiberhome Telecommunication Technologies Co.,LTD
10DCB60	M	Apex Supply Chain Technologies
10DCB61	M	Hitachi Energy Switzerland Ltd
10DCB62	M	CAL-COMP INDUSTRIA E COMERCIO DE ELETRONICOS E INFORMATICA LTDA
10DCB63	M	HANACNS
10DCB64	M	Annapurna labs
10DCB65	M	Milesight Taiwan
10DCB66	M	Prolan Zrt.
10DCB67	M	Moya Commumication Technology (Shenzhen) Co.,Ltd.
10DCB68	M	Sanofi (Beijing) Pharmaceutical Co., Ltd.
10DCB69	M	Fuzhou Rockchip Electronics Co.,Ltd
10DCB6A	M	Pickering Interfaces Ltd
10DCB6B	M	Eyeball Fintech Company
10DCB6C	M	BBPOS Limited
10DCB6D	M	LeoLabs
10DCB6E	M	Shenzhen Sunwoda intelligent hardware Co.,Ltd
10DDB1	L	Apple, Inc.
10DDF4	L	Maxway Electronics CO.,LTD
10DEE4	L	automationNEXT GmbH
10DF8B	L	Shenzhen CareDear Communication Technology Co.,Ltd
10DFFC	L	Siemens AG
10E177	L	Commscope
10E18E	L	Universal Global Scientific Industrial., Ltd
10E2C9	L	Apple, Inc.
10E2D5	L	Qi Hardware Inc.
10E376	L	Cisco Systems, Inc
10E3C7	L	Seohwa Telecom
10E4AF	L	APR, LLC
10E4C2	L	Samsung Electronics Co.,Ltd
10E66B	L	Kaon Broadband CO., LTD.
10E676	L	Cisco Systems, Inc
10E68F	L	KWANGSUNG ELECTRONICS KOREA CO.,LTD.
10E6AE	L	Source Technologies, LLC
10E77A	L	STMicrolectronics International NV
10E7C6	L	Hewlett Packard
10E83A	L	FIBERX DISTRIBUIDORA DE PRODUTOS DE TELECOMUNICACAO LTDA
10E840	L	ZOWEE TECHNOLOGY(HEYUAN) CO., LTD.
10E864	L	Nucode Co., Ltd.
10E878	L	Nokia
10E8A7	L	WNC Corporation
10E8EE	L	PhaseSpace
10E953	L	Huawei Device Co., Ltd.
10E992	L	INGRAM MICRO SERVICES
10EA59	L	Cisco SPVTG
10EC81	L	Samsung Electronics Co.,Ltd
10EDC8	L	NXP Semiconductors Taiwan Ltd.
10EED9	L	Canoga Perkins Corporation
10F005	L	Intel Corporate
10F068	L	Ruckus Wireless
10F163	L	TNK CO.,LTD
10F1C7	L	Tachyon Networks Inc
10F1F2	L	LG Electronics (Mobile Communications)
10F311	L	Cisco Systems, Inc
10F3DB	L	Gridco Systems, Inc.
10F49A	L	T3 Innovation
10F605	L	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
10F60A	L	Intel Corporate
10F681	L	vivo Mobile Communication Co., Ltd.
10F920	L	Cisco Systems, Inc
10F96F	L	LG Electronics (Mobile Communications)
10F9EB	L	Industria Fueguina de Relojería Electrónica s.a.
10F9EE	L	Nokia Corporation
10FACE	L	Reacheng Communication Technology Co.,Ltd
10FBF0	L	KangSheng LTD.
10FC33	L	Huawei Device Co., Ltd.
10FC54	L	Shany Electronic Co., Ltd.
10FCB6	L	mirusystems CO.,LTD
10FEED	L	TP-LINK TECHNOLOGIES CO.,LTD.
10FFE0	L	GIGA-BYTE TECHNOLOGY CO.,LTD.
140020	L	LongSung Technology (Shanghai) Co.,Ltd.
14007D	L	zte corporation
1400E9	L	Mitel Networks Corporation
140152	L	Samsung Electronics Co.,Ltd
14019C	L	Ubyon Inc.
1402EC	L	Hewlett Packard Enterprise
140338	L	HUAWEI TECHNOLOGIES CO.,LTD
140467	L	SNK Technologies Co.,Ltd.
140589	L	Motorola Mobility LLC, a Lenovo Company
14064C	L	Vogl Electronic GmbH
1406A7	L	CRESYN
140708	L	CP PLUS GMBH & CO. KG
1407E0	L	Abrantix AG
140805	L	SKY UK LIMITED
140808	L	Espressif Inc.
1409B4	L	zte corporation
1409DC	L	HUAWEI TECHNOLOGIES CO.,LTD
140A02	L	SHENZHEN BILIAN ELECTRONIC CO.，LTD
140A29	L	Tiinlab Corporation
140AC5	L	Amazon Technologies Inc.
140B9E	L	Samsung Electronics Co.,Ltd
140C5B	L	PLNetworks
140C76	L	FREEBOX SAS
140D4F	L	Flextronics International
140F42	L	Nokia
140FA6	L	Renesas Electronics (Penang) Sdn. Bhd.
14109F	L	Apple, Inc.
141114	L	TECNO MOBILE LIMITED
14115D	L	Skyworth Digital Technology(Shenzhen) Co.,Ltd
14130B	L	Garmin International
141330	L	Anakreon UK LLP
141333	L	AzureWave Technology Inc.
141346	L	Skyworth Digital Technology(Shenzhen) Co.,Ltd
141357	L	ATP Electronics, Inc.
1413FB	L	HUAWEI TECHNOLOGIES CO.,LTD
141416	L	Hui Zhou Gaoshengda Technology Co.,LTD
14144B	L	Ruijie Networks Co.,LTD
141459	L	Vodafone Italia S.p.A.
14147D	L	Apple, Inc.
1414E6	L	Ningbo Sanhe Digital Co.,Ltd
14157C	L	TOKYO COSMOS ELECTRIC CO.,LTD.
14169D	L	Cisco Systems, Inc
14169E	L	Wingtech Group (HongKong）Limited
14172A	L	Fiberhome Telecommunication Technologies Co.,LTD
141826	L	Nokia
141844	L	Xenon Smart Teknoloji Ltd.
141877	L	Dell Inc.
1418C3	L	Intel Corporate
141923	L	Cisco Systems, Inc
141973	L	Beijing Yunyi Times Technology Co.,Ltd
141A51	L	Treetech Sistemas Digitais
141A97	L	Apple, Inc.
141AA3	L	Motorola Mobility LLC, a Lenovo Company
141AAA	L	Metal Work SpA
141B30	L	Shenzhen Yipingfang Network Technology Co., Ltd.
141BA0	L	Apple, Inc.
141BBD	L	Volex Inc.
141BF0	L	Intellimedia Systems Ltd
141F78	L	Samsung Electronics Co.,Ltd
141FBA0	M	Shenzhen Mining Technology Co.,Ltd.
141FBA1	M	GloQuad
141FBA2	M	Deutsche Energieversorgung GmbH
141FBA4	M	BYZERO
141FBA5	M	Inttelix Brasil Tecnologia e Sistemas Ltda
141FBA6	M	Hitachi Rail RCS France SAS
141FBA7	M	Wisnetworks Technologies Co., Ltd.
141FBA8	M	Shenzhen CATIC Information Technology Industry Co.,Ltd
141FBA9	M	Black Moth Technologies
141FBAA	M	Winsonic Electronics Co., Ltd.
141FBAB	M	Newings Communication CO., LTD.
141FBAC	M	Swiss Electronic (Shenzhen) Co., Ltd
141FBAD	M	AJIS(DALIAN)co.,LTD
141FBAE	M	POS Systema LLC
142004	L	zte corporation
14205E	L	Apple, Inc.
142103	L	Calix Inc.
142233	L	Fiberhome Telecommunication Technologies Co.,LTD
14223B	L	Google, Inc.
1422DB	L	eero inc.
14230A	L	HUAWEI TECHNOLOGIES CO.,LTD
1423D7	L	EUTRONIX CO., LTD.
1423F2	L	Broadcom Limited
1423F3	L	Broadcom Limited
142475	L	4DReplay, Inc
142720	L	Bosch Rexroth (Changzhou) Co. Ltd.
142876	L	Apple, Inc.
142882	L	MIDICOM ELECTRONICS CO.LTD
142971	L	NEMOA ELECTRONICS (HK) CO. LTD
142A14	L	ShenZhen Selenview Digital Technology Co.,Ltd
142B2F	L	Espressif Inc.
142BD2	L	Armtel Ltd.
142BD6	L	Guangdong Appscomm Co.,Ltd
142C78	L	GooWi Wireless Technology Co., Limited
142D27	L	Hon Hai Precision Ind. Co.,Ltd.
142D41	L	Silicon Laboratories
142D4D	L	Apple, Inc.
142D79	L	Fiberhome Telecommunication Technologies Co.,LTD
142D8B	L	Incipio Technologies, Inc
142DF5	L	Amphitech
142E43	L	Hisense broadband multimedia technology Co.,Ltd
142E5E	L	Sercomm Corporation.
142FFD	L	LT SECURITY INC
143004	L	HUAWEI TECHNOLOGIES CO.,LTD
14307A	L	Avermetrics
1430C6	L	Motorola Mobility LLC, a Lenovo Company
1432D1	L	Samsung Electronics Co.,Ltd
14335C	L	Espressif Inc.
143365	L	TEM Mobile Limited
143375	L	Zyxel Communications Corporation
1434F6	L	LV SOLUTION SDN. BHD.
14358B	L	Mediabridge Products, LLC.
1435B3	L	Future Designs, Inc.
1435B7	L	Apple, Inc.
143605	L	Nokia Corporation
14360E	L	Zyxel Communications Corporation
1436C6	L	Lenovo Mobile Communication Technology Ltd.
143719	L	PT Prakarsa Visi Valutama
14373B	L	PROCOM Systems
14375E	L	Symbotic LLC
1438FA	L	Motorola Mobility LLC, a Lenovo Company
14392F	L	LEAR
143A9A	L	Hon Hai Precision Industry Co.,LTD
143AEA	L	Dynapower Company LLC
143B42	L	Realfit(Shenzhen) Intelligent Technology Co., Ltd
143B51	L	Huawei Device Co., Ltd.
143CC3	L	HUAWEI TECHNOLOGIES CO.,LTD
143DF2	L	Beijing Shidai Hongyuan Network Communication Co.,Ltd
143E60	L	Nokia
143EBF	L	zte corporation
143EC2	L	Intel Corporate
143F27	L	Noccela Oy
143FA6	L	Sony Home Entertainment&Sound Products Inc
143FC3	L	SnapAV
144146	L	Honeywell (China) Co., LTD
1441E2	L	Monaco Enterprises, Inc.
1442FC	L	Texas Instruments
144319	L	Creative&Link Technology Limited
14444A	L	Apollo Seiko Ltd.
14448F	L	Edgecore Networks Corporation
144658	L	HUAWEI TECHNOLOGIES CO.,LTD
1446E4	L	AVISTEL
14472D	L	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD
144802	L	THE YEOLRIM Co.,Ltd.
14488B	L	Shenzhen Doov Technology Co.,Ltd
144920	L	HUAWEI TECHNOLOGIES CO.,LTD
144978	L	Digital Control Incorporated
1449BC	L	DrayTek Corp.
1449C5	L	Huawei Device Co., Ltd.
1449D4	L	Xiaomi Communications Co Ltd
1449E0	L	SAMSUNG ELECTRO-MECHANICS(THAILAND)
144C1A	L	Max Communication GmbH
144CFF	L	Grandstream Networks, Inc.
144D67	L	Zioncom Electronics (Shenzhen) Ltd.
144E2A	L	Ciena Corporation
144E34	L	Remote Solution
144F8A	L	Intel Corporate
144FD70	M	Annapurna labs
144FD71	M	Zehnder Group AG
144FD72	M	FedEx Services OTI
144FD73	M	Qingdao Wodatong Electronics Co., Ltd.
144FD74	M	Red Technology Limited
144FD75	M	FLS FINLAND OY
144FD76	M	i-SENS, Inc.
144FD77	M	Shenzhen V-Streaming Technology Co., Ltd.
144FD78	M	NPort Networks Inc.,
144FD79	M	Emerson Network Power (India) Pvt. Ltd.
144FD7A	M	Unirobot Corporation
144FD7B	M	Arkus-ST Ltd
144FD7C	M	D&S Cable Industries (HK) Limited
144FD7D	M	Shanghai B&A Technology Co., Ltd
